EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,215.0
Araguaia,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,221.0
Baixo Amazonas,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,1.9215384615384616e+16
Carajás,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,1.9308333333333336e+16
Guajará,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,1.406e+16
Guamá,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,2249444444444445.0
Lago de Tucuruí,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,2.701428571428572e+16
Marajó,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,3.3258823529411764e+16
Rio Caeté,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,2066.0
Rio Capim,1 Pará,10,Distorção idade-série total por nível de Ensino - 2024 para,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 para.xlsx,RIS,Ensino_Fundamental,2150625.0
