Par,col,1,437,1_2,19,681,3,480,747,21,2,261,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Tocantins,-,-,27,-,-,40,-,23,40,2,-,18,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,557.0
Abaetetuba,-,-,3,-,-,6,-,19,6,1,-,4,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,119.0
Acará,-,-,-,-,-,-,-,-,-,-,-,-,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,121.0
Baião,-,-,2,-,-,2,-,-,2,-,-,-,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,37.0
Barcarena,-,-,10,-,-,16,-,3,17,-,-,6,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,26.0
Cametá,-,-,5,-,-,8,-,-,8,1,-,2,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,82.0
Igarapé-Miri,-,-,2,-,-,2,-,-,1,-,-,-,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,10.0
Limoeiro do Ajuru,-,-,-,-,-,-,-,1,-,-,-,-,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,28.0
Mocajuba,-,-,-,-,-,1,-,-,1,-,-,1,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,39.0
Moju,-,-,-,-,-,-,-,-,-,-,-,2,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,69.0
Tailândia,-,-,5,-,-,5,-,-,5,-,-,3,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,26.0
Fonte: MEC - INEP,,,,,,,,,,,,,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,
Elaboração: FAPESPA,,,,,,,,,,,,,12 Tocantins,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,3344,
