Par,col,7,1102,11,38,2073,163,6399,9017,1126,32,3075,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Tocantins,-,-,61,-,-,121,-,356,568,98,-,241,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,922.0
Abaetetuba,-,-,10,-,-,25,-,301,118,66,-,62,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,315.0
Acará,-,-,-,-,-,-,-,-,-,-,-,-,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,36.0
Baião,-,-,3,-,-,6,-,-,19,-,-,-,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,13.0
Barcarena,-,-,21,-,-,46,-,41,213,-,-,91,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,103.0
Cametá,-,-,11,-,-,22,-,-,108,32,-,28,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,142.0
Igarapé-Miri,-,-,7,-,-,6,-,-,13,-,-,-,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,40.0
Limoeiro do Ajuru,-,-,-,-,-,-,-,14,-,-,-,-,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,56.0
Mocajuba,-,-,-,-,-,4,-,-,14,-,-,10,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,39.0
Moju,-,-,-,-,-,-,-,-,-,-,-,14,12 Tocantins,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri tocantins.xlsx",Tocantins,6417,57.0
