Par,1560,1444,2966,2860,2827,2630,138,132,424,410,239,234,746,720,1199,1128,215,197,19075,18607,506,493,172,165,30067,29020,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,60.0,59.0,140.0,140.0,113.0,104.0,9.0,9.0,26.0,25.0,10.0,10.0,42.0,41.0,68.0,67.0,11.0,10.0,865.0,856.0,37.0,37.0,21.0,21.0,1402.0,1379.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Abaetetuba,11.0,10.0,39.0,39.0,25.0,25.0,2.0,2.0,5.0,5.0,3.0,3.0,12.0,11.0,16.0,16.0,3.0,3.0,209.0,203.0,5.0,5.0,8.0,8.0,338.0,330.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Acará,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Baião,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,15.0,15.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Barcarena,27.0,27.0,83.0,83.0,51.0,45.0,5.0,5.0,7.0,7.0,2.0,2.0,9.0,9.0,19.0,18.0,3.0,3.0,232.0,230.0,19.0,19.0,4.0,4.0,461.0,452.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Cametá,8.0,8.0,4.0,4.0,10.0,10.0,0.0,0.0,4.0,4.0,3.0,3.0,6.0,6.0,7.0,7.0,0.0,0.0,168.0,167.0,4.0,4.0,3.0,3.0,217.0,216.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Igarapé-Miri,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,68.0,68.0,0.0,0.0,6.0,6.0,99.0,99.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Limoeiro do Ajuru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
Mocajuba,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,102.0,102.0,1.0,1.0,0.0,0.0,106.0,106.0,12 Tocantins,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 ri tocantins.xlsx",Tocantins
