Par,48789382896,100,10637664692999992,100_2,54942469403,100_3,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,3.1375974980999996e+16,6430902200153132.0,684097812.0,6430902192754426.0,2085506983.0,3.795801327572157e+16,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Abaetetuba,2399517471.0,4918114000570244.0,52317247.0,4918113938525139.0,42769122.0,7784346510945993.0,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Acará,19429152.0,3.982249999229422e+16,4236184.0,3.982249978971022e+16,6772060800000001.0,1.232573066624892e+16,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Baião,1041794814.0,2135289999918018.0,22714499.0,2.135289996022063e+16,38964112.0,7091802101976950.0,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Barcarena,1.3389754339e+16,2744399200035333.0,2.91939985e+16,2744399202506431.0,698247798.0,1.2708707955559676e+16,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Cametá,1853569155.0,3.799123999889666e+16,4.0413807e+16,3799123977520545.0,151251142.0,2.752900327260159e+16,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Igarapé-Miri,1485199557.0,3044104001409217.0,32382158.0,3.044104033595715e+16,91233221.0,1.660522761196067e+16,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Limoeiro do Ajuru,946038332.0,1.939025000616601e+16,2.0626698e+16,1.939025020554858e+16,2936968.0,534553330404110.0,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Mocajuba,941220868.0,1.929150999934385e+16,20521661.0,1.929150954861744e+16,3.9196608e+16,713411836524766.0,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Moju,3520221793.0,7215138999613389.0,76752229.0,7215138962831386.0,1.5933947999999998e+16,2.900115006321496e+16,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Tailândia,3.855743452e+16,790283299999704.0,84067688.0,7902833039597488.0,408925826.0,7442800268050412.0,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Fonte: DITES-SEFA,,,,,,,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
Elaboração: FAPESPA,,,,,,,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
*Nota 1: Deduzidos 20% de contribuição ao FUNDEB,,,,,,,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
**Nota 2: Deduzidos 50% de contribuição ao FUNDEB,,,,,,,12 Tocantins,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri tocantins.xlsx",Tocantins
