Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,77834.0,13421.0,64413.0,950433459.0,2.372797131e+16,7131537459.0,124873379565.0,3.0913795789000004e+16,93959583776.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Abaetetuba,17121.0,3794.0,13327.0,209533301.0,6371010.0,145823201.0,27468023513.0,8275822697.0,19192200816.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Acará,5889.0,546.0,5343.0,6797092709999999.0,77862769.0,601846502.0,8982712295000002.0,1004843268.0,7977869027000001.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Baião,3457.0,113.0,3344.0,384643442.0,14841869.0,369801573.0,5006240211.0,187780887.0,4.818459324e+16,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Barcarena,8817.0,4277.0,4540.0,145153921.0,950747286.0,500791924.0,189585594.0,12386522335.0,6572037065.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Cametá,19117.0,1495.0,17622.0,2200911226.0,243001544.0,1957909682.0,29215807989.0,318526653.0,2.6030541459e+16,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Igarapé-Miri,5972.0,774.0,5198.0,701204543.0,113475762.0,587728781.0,9230167099.0,1509629941.0,7720537158.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Limoeiro do Ajuru,1158.0,64.0,1094.0,1.3141333299999998e+16,9880392.0,121532941.0,1.6906313479999996e+16,123647711.0,1566983637.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Mocajuba,3857.0,231.0,3626.0,443296777.0,34329564.0,408967213.0,5772954647.0,448671435.0,5324283212.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
Moju,6200.0,976.0,5224.0,726450752.0,136115964.0,590334788.0,9560857310000000.0,1774043325.0,7786813985.0,12 Tocantins,29,Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri tocantins.xlsx,Tocantins
