Par,1382057,1419636,2801693,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,73450.0,109970.0,183420.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Abaetetuba,18996.0,29622.0,48618.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Acará,2445.0,4150.0,6595.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Baião,1434.0,2422.0,3856.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Barcarena,21551.0,20847.0,42398.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Cametá,5140.0,15507.0,20647.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Igarapé-Miri,3621.0,5158.0,8779.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Limoeiro do Ajuru,166.0,485.0,651.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Mocajuba,1523.0,2131.0,3654.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Moju,5992.0,8427.0,14419.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Tailândia,12582.0,21221.0,33803.0,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Fonte: DETRAN,,,,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
Elaboração: FAPESPA,,,,12 Tocantins,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri tocantins.xlsx,Tocantins
