EstadoMunicpio,Taxa_de_Mortalidade_Infantil,Taxa_de_Mortalidade_em_Menores_que_05_Anos,Taxa_de_Mortalidade_Materna,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1524701514576214.0,1.8503986837109224e+16,7593975446146058.0,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
RI Tocantins,1.3927806164496456e+16,1747156749629141.0,4120652711389484.0,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Abaetetuba,1.3245033112582782e+16,1.6777041942604856e+16,4.415011037527594e+16,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Acará,1.0845986984815616e+16,1.4099783080260304e+16,0.0,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Baião,1.0504201680672268e+16,1.2605042016806722e+16,2.1008403361344536e+16,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Barcarena,1.4063284781516826e+16,1607232546459066.0,1.0045203415369164e+16,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Cametá,1.1057692307692308e+16,1.6826923076923076e+16,0.0,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Igarapé-Miri,1.6682113067655236e+16,1.9462465245597776e+16,0.0,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Limoeiro do Ajuru,1.6129032258064516e+16,2956989247311828.0,0.0,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
Mocajuba,1.195219123505976e+16,1.195219123505976e+16,0.0,12 Tocantins,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri tocantins.xlsx",Tocantins
