Par,1445663,154931,99624,261547,868244,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Tocantins,98643.0,15940.0,11362.0,13929.0,47961.0,9451.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Abaetetuba,14811.0,509.0,482.0,4472.0,9088.0,260.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Acará,4771.0,508.0,68.0,371.0,2638.0,1186.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Baião,1746.0,1.0,7.0,167.0,1505.0,66.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Barcarena,39497.0,9677.0,10108.0,3895.0,15542.0,275.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Cametá,6367.0,72.0,45.0,1059.0,5189.0,2.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Igarapé-Miri,3221.0,257.0,146.0,476.0,2282.0,60.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Limoeiro do Ajuru,1114.0,6.0,,24.0,1084.0,,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Mocajuba,1829.0,51.0,47.0,158.0,1515.0,58.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Moju,11223.0,1786.0,50.0,1013.0,4980.0,3394.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Tailândia,14064.0,3073.0,409.0,2294.0,4138.0,4150.0,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Fonte: MTE-RAIS,,,,,,,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
Elaboração: FAPESPA,,,,,,,12 Tocantins,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins,..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri tocantins.xlsx,Tocantins 
