EstadoMunicpios,bitos_por_Acidentes_de_Trnsito_,Populao_Total,Taxa_de_Mortes_por_Acidentes_de_Trnsito_100000_hab,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1759.0,8664306.0,2.0301683712463524e+16,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
RI Tocantins,144.0,866692.0,1661489894910764.0,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Abaetetuba,23.0,170999.0,1.3450371054801492e+16,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Acará,14.0,62701.0,2232819253281447.0,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Baião,5.0,55949.0,8936710218234463.0,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Barcarena,35.0,137331.0,2.548586990555665e+16,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Cametá,11.0,143837.0,7647545485514853.0,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Igarapé-Miri,7.0,68955.0,1015154811108694.0,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Limoeiro do Ajuru,0.0,31778.0,0.0,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Mocajuba,3.0,28821.0,1.0409076714895388e+16,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
Moju,19.0,90795.0,2.092626245938653e+16,12 Tocantins,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins","..\..\Desktop\tabelas-powerBI\12 Tocantins\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 ri tocantins.xlsx",Tocantins
