EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,161.0
Araguaia,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,2.4253333333333336e+16
Baixo Amazonas,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1.3838461538461536e+16
Carajás,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1.6808333333333334e+16
Guajará,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1766.0
Guamá,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1.3429411764705884e+16
Lago de Tucuruí,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1402857142857143.0
Marajó,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1795625.0
Rio Caeté,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1442857142857143.0
Rio Capim,1 Pará,12,Média de Alunos por Turma por Nível de Ensino - 2024 para,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 para.xlsx,RIS,Creche,1.5193750000000004e+16
