EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,8711196.0
Araguaia,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,476299.0
Baixo Amazonas,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,847407.0
Carajás,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,843833.0
Guajará,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,2117471.0
Guamá,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,704891.0
Lago de Tucuruí,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,338011.0
Marajó,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,635901.0
Rio Caeté,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,523445.0
Rio Capim,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,655013.0
Tapajós,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,271130.0
Tocantins,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,873726.0
Xingu,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,424069.0
Fonte: IBGE,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,
Elaboração: FAPESPA,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,
Nota¹: Último ano de registro do dado.,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,Populao_Estimada_Total__2025,
Pará,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,rea_Territorial_km__2024,1245828832.0
Araguaia,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,rea_Territorial_km__2024,174174482.0
Baixo Amazonas,1 Pará,1,"População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará",20,"Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 1 - População,_Área_Territorial_(km²)_e_Densidade_Demográfica_-_2025_Pará.xlsx",RIS,rea_Territorial_km__2024,315813322.0
