Par,48,42,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,455.0,3778571428571429.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Baixo Amazonas,4746153846153846.0,4184615384615385.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Carajás,4933333333333334.0,4316666666666666.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Guajará,568.0,496.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Guamá,4416666666666666.0,4044444444444444.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Lago de Tucuruí,45.0,3.700000000000001e+16,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Marajó,4.0,3658823529411765.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Rio Caeté,4866666666666666.0,4185714285714286.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Rio Capim,49.0,425.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
Tapajós,4883333333333334.0,4016666666666667.0,1 Pará,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 para.xlsx,RIS
