EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,1.0119479036388216e+16
Araguaia,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,2831852284191451.0
Baixo Amazonas,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,1937501540335932.0
Carajás,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,1.9028309205413304e+16
Guajará,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,3.61490032288964e+16
Guamá,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,1848211944396685.0
Lago de Tucuruí,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,1.3987135536712106e+16
Marajó,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,3.0518103089022464e+16
Rio Caeté,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,1.7082411035515612e+16
Rio Capim,1 Pará,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 para.xlsx,RIS,_Participao_VA_Agropecuria,2.992714804333785e+16
