Par,23001070720,2051340906,20949729814,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Rio Capim,858816498,32326689,826489809.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Abel Figueiredo,122702,0,122702.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Aurora do Pará,,,0.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Bujaru,,,0.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Capitão Poço,11521123,0,11521123.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Concórdia do Pará,0,9681,-9681.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Dom Eliseu,9421662,2690,9418972.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Garrafão do Norte,,,0.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Ipixuna do Pará,,,0.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
Irituia,,,0.0,10 Rio Capim,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim","..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri rio capim.xlsx",Rio Capim
