Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Baixo Amazonas,89864.0,24187.0,65677.0,11580526034.0,4201002778.0,7379523256.0,150258513326.0,53708547883.0,96549965443.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Alenquer,7920.0,1108.0,6812.0,921387589.0,16224188.0,759145709.0,1.2102616673e+16,208360994.0,10019006733.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Almeirim,3423.0,619.0,2804.0,412023865.0,106777329.0,305246536.0,5287526332000001.0,1351146489.0,3936379843.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Belterra,1001.0,257.0,744.0,126103534.0,41641459.0,84462075.0,1603536966.0,505953313.0,1097583653.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Curuá,1272.0,94.0,1178.0,134377943.0,12031629.0,122346314.0,1713785801.0,153862232.0,1.559923569e+16,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Faro,639.0,114.0,525.0,71967116.0,16001051.0,55966065.0,920436784.0,191963287.0,728473497.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Juruti,4982.0,627.0,4355.0,564047413.0,93554505.0,470492908.0,731819538.0,1160697367.0,6157498013.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Mojuí dos Campos,874.0,223.0,651.0,11409936.0,35921882.0,78177478.0,1462066373.0,4.627222520000001e+16,999344121.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Monte Alegre,10339.0,942.0,9397.0,1224391439.0,153084975.0,1071306464.0,15848534459.0,1.947211094e+16,13901323365.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Óbidos,6122.0,1213.0,4909.0,7495784680000001.0,192054657.0,557523811.0,9776084808.0,2.489420051e+16,7286664757000001.0,3 Baixo Amazonas,29,Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
