EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,161.0
RI Baixo Amazonas,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,1.3838461538461536e+16
Alenquer,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,141.0
Almeirim,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,13.0
Belterra,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,121.0
Curuá,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,133.0
Faro,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,155.0
Juruti,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,124.0
Mojuí dos Campos,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,5.0
Monte Alegre,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,161.0
Óbidos,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,128.0
Oriximiná,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,126.0
Prainha,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,194.0
Santarém,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,151.0
Terra Santa,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,185.0
Fonte: MEC - INEP,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,
Elaboração: FAPESPA,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,Creche,
Pará,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,178.0
RI Baixo Amazonas,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,164.0
Alenquer,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,17.0
Almeirim,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,152.0
Belterra,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,156.0
Curuá,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,194.0
Faro,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,185.0
Juruti,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,162.0
Mojuí dos Campos,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,105.0
Monte Alegre,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,175.0
Óbidos,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,129.0
Oriximiná,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,145.0
Prainha,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,187.0
Santarém,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,16.0
Terra Santa,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,212.0
Fonte: MEC - INEP,3 Baixo Amazonas,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri baixo amazonas.xlsx,Baixo Amazonas,PrEscola,
