Municpios,Nome_do_Hospital,Tipo,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Alenquer,HOSPITAL SANTO ANTONIO ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Almeirim,HOSPITAL MUNICIPAL DE ALMEIRIM ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL MUNICIPAL DE MONTE DOURADO ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Belterra,HOSPITAL MUNICIPAL DR IVALDO MORAES ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Juruti,HOSPITAL MUNICIPAL DE JURUTI FRANCISCO RODRIGUES BARROS ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL NOVE DE ABRIL NA PROVIDENCIA DE DEUS ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Monte Alegre,CLINICA MEDICO CIRURGICA MARIA FILOMENA ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL MUNICIPAL DR EDWARD CATTETE PINHEIRO ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Óbidos,HOSPITAL SANTA CASA DE MISERICORDIA DE OBIDOS ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Oriximiná,HOSPITAL MATERNIDADE SAO DOMINGOS SAVIO ,Hospital Especializado,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL DE PORTO TROMBETAS ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL MUNICIPAL DE ORIXIMINA ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL REGIONAL MENINO JESUS HRMJ ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Santarém,HOSPITAL REGIONAL DO BAIXO AMAZONAS DO PA DR WALDEMAR PENNA ,Hospital Especializado,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL E MATERNIDADE JOAO XXIII ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL E MATERNIDADE SAGRADA FAMILIA ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL MUNICIPAL DE SANTAREM ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,HOSPITAL UNIMED ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
,UNIMED OESTE DO PARA ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Terra Santa,HOSPITAL FREI ELIZEU EISMANN ,Hospital Geral,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Fonte: DATASUS,,,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
Elaboração: FAPESPA,,,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
*Nota: Dados referentes a Novembro/2025.,,,3 Baixo Amazonas,19,Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri baixo amazonas.xlsx,Baixo Amazonas
