Par,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Baixo Amazonas,13667.0,9292456281554108.0,6921782395551328.0,2.089705129143192e+16,7108363210653398.0,1.682885783273578e+16,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Alenquer,1079.0,2.0389249304911956e+16,7506950880444857.0,1.983317886932345e+16,7034291010194625.0,2.780352177942539e+16,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Almeirim,622.0,2090032154340836.0,9485530546623794.0,1.7524115755627008e+16,7090032154340837.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Belterra,295.0,3389830508474576.0,7118644067796611.0,2.3728813559322036e+16,688135593220339.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Curuá,210.0,9523809523809524.0,3.3333333333333332e+16,2761904761904762.0,680952380952381.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Faro,90.0,0.0,5555555555555555.0,2.888888888888889e+16,6555555555555556.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Juruti,1010.0,1.5841584158415842e+16,4752475247524752.0,2.0594059405940596e+16,7306930693069307.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Mojuí dos Campos,294.0,0.0,3061224489795918.0,1.1904761904761904e+16,8503401360544217.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Monte Alegre,942.0,2.123142250530785e+16,5095541401273886.0,1613588110403397.0,7685774946921444.0,1.6985138004246284e+16,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Óbidos,946.0,2748414376321353.0,9090909090909092.0,2758985200845666.0,605708245243129.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Oriximiná,1209.0,1.7369727047146404e+16,7278742762613731.0,1.9685690653432588e+16,7129859387923904.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Prainha,679.0,1.6200294550810016e+16,5154639175257731.0,1.6789396170839468e+16,759941089837997.0,4418262150220913.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Santarém,6013.0,1.330450690171295e+16,7400631964077832.0,2186928321969067.0,7059703974721437.0,0.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Terra Santa,278.0,1.7985611510791366e+16,5.035971223021583e+16,2014388489208633.0,7266187050359713.0,3597122302158274.0,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Fonte: DATASUS,,,,,,,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Elaboração: FAPESPA,,,,,,,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,,,,3 Baixo Amazonas,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
