EstadoMunicpios,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2211.0,8664306.0,2.5518489305433116e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
RI Baixo Amazonas,81.0,840015.0,9642684952054428.0,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Alenquer,2.0,74836.0,2672510556416698.0,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Almeirim,5.0,36334.0,1.3761215390543292e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Belterra,3.0,18954.0,1.5827793605571384e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Curuá,0.0,14834.0,0.0,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Faro,1.0,9125.0,1.0958904109589042e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Juruti,5.0,53952.0,9267497034400948.0,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Mojuí dos Campos,1.0,25312.0,3.9506953223767384e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Monte Alegre,2.0,63641.0,314262817994689.0,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Óbidos,11.0,55271.0,1.9901937725027596e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Oriximiná,11.0,72460.0,1.5180789401048856e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
Prainha,1.0,38318.0,2.6097395479931104e+16,3 Baixo Amazonas,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri baixo amazonas.xlsx",Baixo Amazonas
