Par,1382057,1419636,2801693,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Baixo Amazonas,102329.0,110405.0,212734.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Alenquer,3024.0,9257.0,12281.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Almeirim,733.0,3835.0,4568.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Belterra,2426.0,1737.0,4163.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Curuá,210.0,733.0,943.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Faro,22.0,152.0,174.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Juruti,928.0,3035.0,3963.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Mojuí dos Campos,2726.0,867.0,3593.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Monte Alegre,5854.0,12496.0,18350.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Óbidos,3388.0,6086.0,9474.0,3 Baixo Amazonas,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
