EstadoMunicpios,Total,Automvel,Caminho,Caminho_trator,Caminhonete,Camioneta,Ciclomotor,Micronibus,Motocicleta,Motoneta,nibus,Reboque,Semireboque,Triciclo,Utilitrio,Outros,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2810011.0,765312.0,75715.0,15876.0,226197.0,56188.0,7819.0,7791.0,1219628.0,314301.0,22536.0,40209.0,26496.0,2846.0,28103.0,994.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
RI Baixo Amazonas,213416.0,57838.0,6174.0,681.0,22603.0,4298.0,779.0,297.0,100302.0,12321.0,2131.0,1063.0,1194.0,288.0,3404.0,43.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Alenquer,12265.0,1284.0,257.0,2.0,873.0,61.0,5.0,5.0,8935.0,631.0,120.0,5.0,4.0,11.0,72.0,0.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Almeirim,4492.0,1128.0,278.0,33.0,323.0,149.0,1.0,23.0,1755.0,509.0,107.0,47.0,97.0,14.0,24.0,4.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Belterra,4172.0,1070.0,104.0,20.0,457.0,56.0,2.0,15.0,1861.0,354.0,114.0,34.0,46.0,7.0,30.0,2.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Curuá,944.0,31.0,18.0,0.0,63.0,6.0,1.0,2.0,784.0,25.0,5.0,0.0,0.0,1.0,8.0,0.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Faro,173.0,13.0,7.0,0.0,9.0,1.0,0.0,1.0,108.0,31.0,1.0,0.0,0.0,0.0,2.0,0.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Juruti,3947.0,492.0,120.0,4.0,414.0,57.0,3.0,14.0,2374.0,360.0,55.0,9.0,5.0,4.0,34.0,2.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Mojuí dos Campos,3594.0,851.0,151.0,34.0,600.0,43.0,2.0,4.0,1445.0,232.0,121.0,29.0,48.0,2.0,32.0,0.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
Monte Alegre,18184.0,1903.0,426.0,18.0,1589.0,178.0,4.0,25.0,12003.0,1546.0,311.0,17.0,25.0,13.0,126.0,0.0,3 Baixo Amazonas,51,Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas,..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri baixo amazonas.xlsx,Baixo Amazonas
