Par,23001070720,2051340906,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Baixo Amazonas,487499105,157957258,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,329541847.0
Alenquer,,,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,0.0
Almeirim,19552128,1297416,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,18254712.0
Belterra,,,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,0.0
Curuá,,,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,0.0
Faro,,,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,0.0
Juruti,7168911,139784,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,7029127.0
Mojuí dos Campos,12119828,0,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,12119828.0
Monte Alegre,975,3860,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,-2885.0
Óbidos,10402938,11604,3 Baixo Amazonas,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,20949729814,10391334.0
