EstadoMunicpios,bitos_por_Acidentes_de_Trnsito_,Populao_Total,Taxa_de_Mortes_por_Acidentes_de_Trnsito_100000_hab,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1759.0,8664306.0,2.0301683712463524e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
RI Baixo Amazonas,107.0,840015.0,1.2737867776170664e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Alenquer,8.0,74836.0,1.0690042225666792e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Almeirim,2.0,36334.0,5504486156217317.0,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Belterra,3.0,18954.0,1.5827793605571384e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Curuá,4.0,14834.0,2.6965080221113656e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Faro,1.0,9125.0,1.0958904109589042e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Juruti,7.0,53952.0,1.2974495848161328e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Mojuí dos Campos,3.0,25312.0,1.1852085967130216e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
Monte Alegre,12.0,63641.0,1.8855769079681336e+16,3 Baixo Amazonas,32,"Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas",20,"Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 32 - Número de Óbitos por Acidente de Trânsito, População e Taxa de Mortes por Acidentes de Trânsito - 2024 baixo amazonas.xlsx",Baixo Amazonas
