EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,5873641911584.0
RI Baixo Amazonas,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,400271939134.0
Alenquer,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,2418698192.0
Almeirim,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,26522388588.0
Belterra,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,11441334521.0
Curuá,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,7697397723.0
Faro,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,
Juruti,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,34313930659.0
Mojuí dos Campos,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,1183730844.0
Monte Alegre,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,29726931361.0
Óbidos,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,26139531299.0
Oriximiná,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,41155935015.0
Prainha,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,20610570785.0
Santarém,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,151788061114.0
Terra Santa,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,14851567709.0
Fonte: STN-FINBRA,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,
Elaboração: FAPESPA,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,
"**Nota: Os municípios com asterisco, até a data de consulta 28/08/25, não constavam informação na fonte oficial.",3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Oramentria,
Pará,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,5671654857142.0
RI Baixo Amazonas,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,390326943403.0
Alenquer,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,2398698192.0
Almeirim,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,24645980213.0
Belterra,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,11332306712.0
Curuá,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,7614633188.0
Faro,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,
Juruti,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,33521706205.0
Mojuí dos Campos,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,11593522595.0
Monte Alegre,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,29726931361.0
Óbidos,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,23058858469.0
Oriximiná,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,40963931215.0
Prainha,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,20224026718.0
Santarém,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,148806497098.0
Terra Santa,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,14851567709.0
Fonte: STN-FINBRA,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,
Elaboração: FAPESPA,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,
"**Nota: Os municípios com asterisco, até a data de consulta 28/08/25, não constavam informação na fonte oficial.",3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_Corrente,
Pará,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_de_Transferncias_Correntes,1941808253785.0
RI Baixo Amazonas,3 Baixo Amazonas,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas","..\..\Desktop\tabelas-powerBI\3 Baixo Amazonas\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri baixo amazonas.xlsx",Baixo Amazonas,Receita_de_Transferncias_Correntes,3.3358310224500004e+16
