EstadoMunicpio,Creche,PrEscola,Ensino_Fundamental,Ensino_Mdio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,161.0,178.0,214.0,301.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
RI Xingu,1793.0,1845.0,2233.0,2.617e+16,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Altamira,203.0,199.0,224.0,292.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Anapu,143.0,151.0,202.0,269.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Brasil Novo,20.0,195.0,195.0,276.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Medicilândia,179.0,191.0,214.0,259.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Pacajá,136.0,147.0,171.0,245.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Placas,116.0,184.0,275.0,232.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Porto de Moz,282.0,204.0,252.0,225.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Senador José Porfírio,209.0,211.0,23.0,241.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Uruará,164.0,209.0,268.0,271.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Vitória do Xingu,161.0,154.0,202.0,307.0,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Fonte: MEC - INEP,,,,,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,,,13 Xingu,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri xingu.xlsx,Xingu
