Par,1445663,13001,27369,17213,69065,120790,63390,742285,27276,365274,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Xingu,35353.0,139.0,720.0,514.0,1618.0,3968.0,1998.0,17826.0,1018.0,7552.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Altamira,17251.0,65.0,333.0,227.0,703.0,1642.0,1134.0,8951.0,768.0,3428.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Anapu,3385.0,12.0,43.0,20.0,116.0,447.0,122.0,1928.0,27.0,670.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Brasil Novo,1215.0,5.0,22.0,20.0,65.0,144.0,98.0,593.0,18.0,250.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Medicilândia,2277.0,8.0,65.0,40.0,95.0,222.0,115.0,1134.0,78.0,520.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Pacajá,2741.0,17.0,78.0,63.0,168.0,443.0,123.0,1368.0,28.0,453.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Placas,833.0,2.0,2.0,8.0,33.0,109.0,26.0,372.0,6.0,275.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Porto de Moz,1961.0,6.0,54.0,27.0,94.0,257.0,91.0,752.0,11.0,669.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Senador José Porfírio,781.0,2.0,19.0,14.0,38.0,91.0,72.0,331.0,5.0,209.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Uruará,3003.0,5.0,49.0,68.0,243.0,331.0,121.0,1520.0,69.0,597.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Vitória do Xingu,1906.0,17.0,55.0,27.0,63.0,282.0,96.0,877.0,8.0,481.0,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Fonte: MTE-RAIS,,,,,,,,,,,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,,,,,,,,,13 Xingu,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
