EstadoMunicpios,Total,Automvel,Caminho,Caminho_trator,Caminhonete,Camioneta,Ciclomotor,Micronibus,Motocicleta,Motoneta,nibus,Reboque,Semireboque,Triciclo,Utilitrio,Outros,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2810011.0,765312.0,75715.0,15876.0,226197.0,56188.0,7819.0,7791.0,1219628.0,314301.0,22536.0,40209.0,26496.0,2846.0,28103.0,994.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
RI Xingu,141993.0,21328.0,3998.0,345.0,15423.0,1536.0,103.0,327.0,79915.0,15903.0,585.0,900.0,543.0,210.0,865.0,12.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Altamira,76466.0,13805.0,1979.0,152.0,6976.0,896.0,91.0,186.0,40058.0,10408.0,352.0,590.0,264.0,187.0,515.0,7.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Anapu,8492.0,1067.0,269.0,25.0,1188.0,105.0,0.0,18.0,4977.0,665.0,26.0,64.0,45.0,4.0,36.0,3.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Brasil Novo,8329.0,986.0,229.0,19.0,1065.0,59.0,0.0,14.0,5362.0,489.0,20.0,34.0,15.0,3.0,34.0,0.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Medicilândia,9563.0,1191.0,214.0,11.0,1359.0,80.0,2.0,9.0,6185.0,367.0,47.0,32.0,22.0,3.0,41.0,0.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Pacajá,11132.0,1071.0,233.0,21.0,1315.0,111.0,1.0,37.0,7203.0,1019.0,15.0,38.0,24.0,2.0,41.0,1.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Placas,4128.0,376.0,114.0,12.0,457.0,29.0,1.0,8.0,2782.0,295.0,11.0,11.0,10.0,1.0,21.0,0.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Porto de Moz,1930.0,140.0,30.0,1.0,97.0,13.0,0.0,3.0,1237.0,391.0,7.0,2.0,5.0,1.0,3.0,0.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
Senador José Porfírio,1868.0,170.0,69.0,5.0,219.0,16.0,0.0,3.0,1172.0,178.0,11.0,10.0,6.0,0.0,9.0,0.0,13 Xingu,51,Total da Frota de Veículos por Tipo - 2024 ri xingu,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 ri xingu.xlsx,Xingu
