EstadoMunicpios,Leite_Mil_litros,Ovos_de_galinha_Mil_dzias,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,511007.0,39437.0,29,745689.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
RI Xingu,65277.0,759.0,7,19620.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Altamira,14562.0,236.0,7,5900.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Anapu,7101.0,58.0,-,200.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Brasil Novo,7083.0,47.0,-,6850.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Medicilândia,3641.0,72.0,-,250.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Pacajá,13632.0,66.0,-,50.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Placas,6425.0,45.0,-,390.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Porto de Moz,1389.0,22.0,-,230.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Senador José Porfírio,2259.0,20.0,-,2750.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Uruará,7736.0,156.0,-,500.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Vitória do Xingu,1449.0,37.0,-,2500.0,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Fonte: IBGE/PPM,,,,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu
