EstadoMunicpios,Ensino_Fundamental,Ensino_Mdio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,215.0,311.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
RI Xingu,2434.0,3.229000000000001e+16,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Altamira,191.0,252.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Anapu,265.0,294.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Brasil Novo,149.0,225.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Medicilândia,286.0,342.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Pacajá,319.0,38.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Placas,118.0,267.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Porto de Moz,452.0,495.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Senador José Porfírio,29.0,39.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Uruará,171.0,258.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Vitória do Xingu,193.0,326.0,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Fonte: MEC - INEP,,,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,13 Xingu,10,Distorção idade-série total por nível de Ensino - 2024 ri xingu,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri xingu.xlsx,Xingu
