Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Xingu,37887.0,7178.0,30709.0,4838730379000001.0,1216722376.0,3.622008003e+16,61614534131.0,15276091495.0,46338442636.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Altamira,14256.0,4584.0,9672.0,195806419.0,794477545.0,1163586645.0,24871891943.0,9996343106.0,14875548837.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Anapu,2303.0,218.0,2085.0,261762078.0,30468315.0,231293763.0,3.3875246870000004e+16,393326275.0,2994198412.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Brasil Novo,2355.0,277.0,2078.0,303608119.0,44451229.0,25915689.0,3841638708.0,54901861.0,3.292620098e+16,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Medicilândia,3774.0,383.0,3391.0,485244725.0,71993243.0,413251482.0,610429119.0,891485393.0,5212805797.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Pacajá,4243.0,270.0,3973.0,4913869369999999.0,44114706.0,447272231.0,6410340333.0,566694435.0,5843645898.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Placas,1547.0,131.0,1416.0,184337521.0,20559728.0,163777793.0,2328713618.0,244732705.0,2083980913.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Porto de Moz,2386.0,331.0,2055.0,27641537.0,51437652.0,224977718.0,3497994961.0,646885351.0,285110961.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Senador José Porfírio,970.0,137.0,833.0,113939328.0,21606984.0,92332344.0,14314131.0,253823269.0,1177589831.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Uruará,5295.0,706.0,4589.0,6687978710000001.0,114832552.0,553965319.0,8518781210000001.0,1434683517.0,7084097693.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Vitória do Xingu,758.0,141.0,617.0,9517424.0,22780422.0,72393818.0,1.221944381e+16,299098834.0,9228455470000000.0,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Fonte: Ministério da Previdência Social,,,,,,,,,,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,,,,,,,,13 Xingu,29,Benefícios Emitidos pela Previdência Social - 2024 ri xingu,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri xingu.xlsx,Xingu
