EstadoMunicpios,VA_Agropecuria,VA_Indstria,VA_Servios_exclusive_Administrao_Pblica,VA_Administrao_Pblica,VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,24296590644.0,1.1132113318200006e+16,6474338067100003.0,3973614317000002.0,2.400972476610001e+16,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
RI Xingu,2.5776871130000004e+16,4482608407000001.0,2.3159724799999996e+16,1954940856.0,1.1331208856e+16,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Altamira,429743804.0,443279899.0,1337527145.0,569188773.0,2779739621.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Anapu,235104415.0,22728151.0,140245962.0,14674209.0,544820617.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Brasil Novo,161865029.0,16464197.0,90036868.0,82057164.0,350423258.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Medicilândia,626710306.0,40563336.0,165137869.0,144099521.0,976511032.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Pacajá,413224876.0,28136091.0,149663359.0,232065491.0,823089817.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Placas,111622989.0,9833038.0,50874936.0,136672338.0,309003301.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Porto de Moz,104945173.0,1077542.0,6133239.0,213070239.0,390123222.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Senador José Porfírio,105172954.0,9715667.0,45566086.0,76524766.0,236979473.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Uruará,281379785.0,35193871.0,191296641.0,21444444.0,722314737.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Vitória do Xingu,107917782.0,3865918737.0,84291224.0,140076034.0,4198203778.0,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Fonte: FAPESPA/IBGE,,,,,,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,,,,13 Xingu,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri xingu.xlsx,Xingu
