EstadoMunicpio,Receita_Oramentria,Receita_Corrente,Receita_de_Transferncias_Correntes,Impostos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,5873641911584.0,5671654857142.0,1941808253785.0,2901290031488.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
RI Xingu,26488420208.0,26195067155.0,233239265394.0,1.7708304642999998e+16,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Altamira,67993726037.0,67729870156.0,53459693633.0,6730927024.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Anapu,18772010721.0,18195702551.0,16348495389.0,1302457333.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Brasil Novo,17649498214.0,17521758014.0,16541803907.0,60442126.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Medicilândia,14953794415.0,14807321922.0,13949013785.0,617795345.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Pacajá,26390230365.0,26004195965.0,24165537961.0,1559532168.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Placas,17090936457.0,17090936457.0,16200033361.0,644388867.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Porto de Moz,28512258619.0,28512258619.0,27223625714.0,894333928.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Senador José Porfírio,14040001103.0,13949190525.0,12897896897.0,788135595.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Uruará,26559842513.0,25367239897.0,23095685178.0,1649724628.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Vitória do Xingu,32921903636.0,32772197444.0,29357479569.0,2916588495.0,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Fonte: STN-FINBRA,,,,,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
Elaboração: FAPESPA,,,,,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,,,,,13 Xingu,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri xingu.xlsx",Xingu
