EstadoMunicpios,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2211.0,8664306.0,2.5518489305433116e+16,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
RI Xingu,157.0,420001.0,3738086337889671.0,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Altamira,54.0,136982.0,3942123782686776.0,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Anapu,16.0,34947.0,4.578361518871434e+16,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Brasil Novo,6.0,26606.0,2255130421709389.0,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Medicilândia,14.0,28633.0,4.88946320678937e+16,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Pacajá,22.0,43594.0,5046566041198329.0,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Placas,4.0,18772.0,2.130833155763904e+16,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Porto de Moz,5.0,43673.0,1.1448721177844436e+16,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
Senador José Porfírio,8.0,24441.0,3273188494742441.0,13 Xingu,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri xingu.xlsx",Xingu
