EstadoMunicpios,Ovos_de_codorna_Mil_dzias,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Vitória do Xingu,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Leite_Mil_litros,1449.0
Fonte: IBGE/PPM,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Leite_Mil_litros,
Elaboração: FAPESPA,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Leite_Mil_litros,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Leite_Mil_litros,
Pará,29,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,39437.0
RI Xingu,7,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,759.0
Altamira,7,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,236.0
Anapu,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,58.0
Brasil Novo,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,47.0
Medicilândia,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,72.0
Pacajá,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,66.0
Placas,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,45.0
Porto de Moz,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,22.0
Senador José Porfírio,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,20.0
Uruará,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,156.0
Vitória do Xingu,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,37.0
Fonte: IBGE/PPM,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,
Elaboração: FAPESPA,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Ovos_de_galinha_Mil_dzias,
Pará,29,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,745689.0
RI Xingu,7,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,19620.0
Altamira,7,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,5900.0
Anapu,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,200.0
Brasil Novo,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,6850.0
Medicilândia,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,250.0
Pacajá,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,50.0
Placas,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,390.0
Porto de Moz,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,230.0
Senador José Porfírio,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,2750.0
Uruará,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,500.0
Vitória do Xingu,-,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,2500.0
Fonte: IBGE/PPM,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,
Elaboração: FAPESPA,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,13 Xingu,46,Producao de Origem Animal por Tipo - 2024 ri xingu,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri xingu.xlsx,Xingu,Mel_de_abelha_Quilogramas,
