Par,25454651119799995,26290497911899993,24009724766100007,22807731455,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Xingu,1376082464.0,1195402247.0,1.1331208856e+16,622813616.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Altamira,3887893813.0,3118776506.0,2779739621.0,339036885.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Anapu,715999089.0,587646637.0,544820617.0,4282602.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Brasil Novo,51748203.0,379575301.0,350423258.0,29152043.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Medicilândia,1140468562.0,1023645322.0,976511032.0,47134291.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Pacajá,1114327561.0,867035786.0,823089817.0,43945969.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Placas,491401617.0,322977381.0,309003301.0,1397408.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Porto de Moz,507177479.0,40411512.0,390123222.0,13991898.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Senador José Porfírio,341243519.0,246021658.0,236979473.0,9042186.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Uruará,1057793926.0,774004087.0,722314737.0,5168935.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Vitória do Xingu,3987037044.0,4230224672.0,4198203778.0,32020894.0,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Fonte: FAPESPA/IBGE,,,,,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
Elaboração: FAPESPA,,,,,13 Xingu,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu","..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri xingu.xlsx",Xingu
