Par,118515,09770915074041261,17936126228747415,28677382609796226,24599417795215793,1656330422309412,870185208623381,25439817744589295,00008437750495717842,27655302109597697,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Xingu,6336.0,1.2468434343434344e+16,2.0707070707070704e+16,2.886679292929293e+16,2436868686868687.0,1.4457070707070708e+16,7954545454545454.0,2383207070707071.0,1.57828282828282e+16,249475596486675.0,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Altamira,2057.0,106951871657754.0,1.5702479338842976e+16,2.76130286825474e+16,2.6592124453087016e+16,1.6674769081186196e+16,95770539620807.0,2.7224112785610116e+16,4861448711716090.0,2880670453052226.0,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Anapu,546.0,1098901098901099.0,2326007326007326.0,3424908424908425.0,2216117216117216.0,1227106227106227.0,586080586080586.0,1098901098901099.0,0.0,1.4822445417346266e+16,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Brasil Novo,303.0,231023102310231.0,1716171617161716.0,297029702970297.0,2.4422442244224424e+16,1.3861386138613864e+16,891089108910891.0,3.630363036303631e+16,0.0,3.893858528151545e+16,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Medicilândia,444.0,9009009009009008.0,2072072072072072.0,3.4909909909909904e+16,2027027027027027.0,1.3063063063063062e+16,6531531531531531.0,3.603603603603604e+16,0.0,1.2887228023609124e+16,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Pacajá,690.0,1.4492753623188406e+16,2.0869565217391304e+16,2.7536231884057972e+16,263768115942029.0,1536231884057971.0,6811594202898551.0,1.5942028985507246e+16,0.0,2892599899068679.0,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Placas,317.0,6309148264984227.0,2271293375394322.0,2.649842271293376e+16,2555205047318612.0,1.3249211356466878e+16,8832807570977918.0,2.5236593059936908e+16,0.0,3361389303217558.0,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Porto de Moz,634.0,2.2082018927444796e+16,3.123028391167193e+16,2.8391167192429024e+16,1892744479495268.0,1.0725552050473188e+16,6309148264984227.0,2.2082018927444796e+16,0.0,1.868431296224212e+16,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Senador José Porfírio,335.0,1.1940298507462688e+16,2417910447761194.0,2.7761194029850744e+16,2388059701492537.0,1.2238805970149254e+16,9253731343283580.0,1.4925373134328356e+16,0.0,3.477762775663843e+16,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
Uruará,705.0,425531914893617.0,2.113475177304965e+16,2.8936170212765956e+16,2425531914893617.0,1.5177304964539006e+16,8368794326241135.0,1702127659574468.0,0.0,2.568623609569212e+16,13 Xingu,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri xingu.xlsx,Xingu
