Par,1560,1444,2966,2860,2827,2630,138,132,424,410,239,234,746,720,1199,1128,215,197,19075,18607,506,493,172,165,30067,29020,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,87.0,83.0,97.0,93.0,226.0,209.0,9.0,8.0,40.0,39.0,20.0,19.0,61.0,61.0,81.0,79.0,17.0,16.0,1164.0,1150.0,48.0,48.0,9.0,8.0,1859.0,1813.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Baixo Amazonas,86.0,82.0,153.0,151.0,132.0,122.0,8.0,7.0,27.0,23.0,20.0,19.0,63.0,60.0,106.0,100.0,21.0,17.0,1430.0,1388.0,45.0,43.0,10.0,8.0,2101.0,2020.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Carajás,164.0,152.0,261.0,250.0,227.0,214.0,19.0,18.0,51.0,48.0,37.0,36.0,100.0,95.0,161.0,153.0,44.0,40.0,2668.0,2567.0,52.0,48.0,13.0,11.0,3797.0,3632.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Guajará,820.0,746.0,1563.0,1488.0,1362.0,1228.0,57.0,54.0,128.0,127.0,91.0,91.0,230.0,218.0,465.0,418.0,59.0,52.0,8898.0,8661.0,166.0,164.0,72.0,70.0,13911.0,13317.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Guamá,59.0,59.0,233.0,233.0,235.0,235.0,5.0,5.0,22.0,22.0,11.0,11.0,51.0,48.0,74.0,74.0,12.0,12.0,364.0,363.0,25.0,25.0,4.0,4.0,1095.0,1091.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Lago de Tucuruí,31.0,29.0,44.0,42.0,51.0,51.0,6.0,6.0,20.0,20.0,10.0,9.0,21.0,21.0,29.0,29.0,7.0,7.0,653.0,648.0,25.0,24.0,6.0,6.0,903.0,892.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Marajó,22.0,19.0,50.0,49.0,48.0,48.0,2.0,2.0,20.0,19.0,2.0,2.0,24.0,24.0,24.0,23.0,1.0,1.0,187.0,173.0,24.0,21.0,1.0,1.0,405.0,382.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Rio Caeté,79.0,78.0,160.0,156.0,130.0,128.0,9.0,9.0,23.0,22.0,11.0,10.0,50.0,49.0,58.0,56.0,16.0,16.0,464.0,454.0,14.0,14.0,6.0,6.0,1020.0,998.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
Rio Capim,64.0,62.0,58.0,53.0,85.0,84.0,6.0,6.0,34.0,33.0,9.0,9.0,53.0,53.0,69.0,67.0,13.0,13.0,889.0,869.0,34.0,33.0,26.0,26.0,1340.0,1308.0,1 Pará,22,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para",20,"Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 22 – Caracterização Hospitalar – Equip de Manutenção da Vida, Equip de Diagnóstico e Infra - 2025 para.xlsx",RIS
