EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,1.2458722699999996e+16
Araguaia,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,1.7417446000000002e+16
Baixo Amazonas,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,31585375.0
Carajás,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,4472928999999999.0
Guajará,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,1.81922e+16
Guamá,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,1.1525569999999998e+16
Lago de Tucuruí,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,3990143.0
Marajó,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,1.0666191999999998e+16
Rio Caeté,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,1.6665460000000004e+16
Rio Capim,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,6216324.0
Tapajós,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,1.8959549e+16
Tocantins,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,3.1989300000000004e+16
Xingu,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,25079314.0
Fonte: SEMAS/SICAR,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,
Elaboração: FAPESPA,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,
*Nota: Dados preliminares extraídos em Novembro/2025.,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Territorial_IBGEkm,
Pará,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,5848309106000001.0
Araguaia,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,1043514365.0
Baixo Amazonas,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,766846382.0
Carajás,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,327796566.0
Guajará,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,8597170000000001.0
Guamá,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,1.0010795099999998e+16
Lago de Tucuruí,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,331113058.0
Marajó,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,83826164.0
Rio Caeté,1 Pará,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 pará.xlsx",Pará,rea_Cadastrvel_km,146233779.0
