EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,2211.0
Araguaia,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,205.0
Baixo Amazonas,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,81.0
Carajás,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,241.0
Guajará,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,545.0
Guamá,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,119.0
Lago de Tucuruí,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,124.0
Marajó,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,84.0
Rio Caeté,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,97.0
Rio Capim,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,216.0
Tapajós,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,99.0
Tocantins,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,227.0
Xingu,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,157.0
Fonte: DATASUS,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,
Elaboração: FAPESPA,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,
*Dados Preliminares extraídos em Outubro/2025.,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,bitos_por_Agresses_,
Pará,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,Populao_Total,8664306.0
Araguaia,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,Populao_Total,476448.0
Baixo Amazonas,1 Pará,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 para.xlsx",RIS,Populao_Total,840015.0
