EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,2914860687628959.0
Araguaia,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,7011103309847045.0
Baixo Amazonas,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,2.2976419641886584e+16
Carajás,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,2831929389043142.0
Guajará,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,7037860545084804.0
Guamá,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,7925954912541341.0
Lago de Tucuruí,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,2458776711428831.0
Marajó,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,6546408966112887.0
Rio Caeté,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,1.1687294630899992e+16
Rio Capim,1 Pará,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2023 para.xlsx",RIS,Desflorestamento_Acumulado_km,3946962527113019.0
