Par,1445663,154931,99624,261547,868244,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,79533.0,13176.0,3154.0,14802.0,34647.0,13754.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Baixo Amazonas,104739.0,9248.0,6325.0,19316.0,67647.0,2203.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Carajás,201798.0,37789.0,32221.0,33788.0,93244.0,4756.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Guajará,579112.0,37061.0,34251.0,106115.0,399876.0,1809.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Guamá,90117.0,16156.0,2178.0,20927.0,42837.0,8019.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Lago de Tucuruí,34414.0,2160.0,545.0,7682.0,21846.0,2181.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Marajó,44051.0,940.0,402.0,3141.0,38698.0,870.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Rio Caeté,59071.0,2618.0,1941.0,9769.0,42730.0,2013.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Rio Capim,86010.0,12815.0,3894.0,15045.0,40629.0,13627.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Tapajós,32822.0,4356.0,1850.0,7686.0,18114.0,816.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Tocantins,98643.0,15940.0,11362.0,13929.0,47961.0,9451.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Xingu,35353.0,2672.0,1501.0,9347.0,20015.0,1818.0,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Fonte: MTE-RAIS,,,,,,,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
Elaboração: FAPESPA,,,,,,,1 Pará,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - para.xlsx,RIS
