Par,48789382896,100,10637664692999992,100_2,54942469403,100_3,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,156841456193.0,3214663660069753.0,3419651413.0,3214663661329979.0,8448319544.0,1.537666514774216e+16,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Bom Jesus do Tocantins,1152819446.0,2.362849000278119e+16,25135195.0,2.36284896407197e+16,7527451799999999.0,1.370060698361872e+16,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Brejo Grande do Araguaia,769333921.0,1.576847000995935e+16,16773969.0,1.576846938128999e+16,26000998.0,4732404328113480.0,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Canaã dos Carajás,52383136632.0,1.0736585200034296e+16,1142121934.0,1073658520889046.0,919881316.0,1.6742627806783146e+16,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Curionópolis,5034182203.0,1.0318192000359832e+16,109761467.0,1031819202500596.0,133267049.0,2.425574431729551e+16,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Eldorado do Carajás,1418491785.0,2.907378000709033e+16,30927712.0,2.907377971816658e+16,226972983.0,4131102687343112.0,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Marabá,22229299589.0,4556175600003842.0,484670684.0,4556175607969037.0,326052699.0,5934438377867972.0,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Palestina do Pará,88435977.0,1812607000758979.0,19281905.0,1812606954295924.0,16549298.0,3012113976641960.0,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Parauapebas,67901611754.0,1.3917292600060104e+16,1.480474922e+16,1.3917292608162498e+16,3497878979.0,6.366439326458464e+16,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
Piçarra,131276812.0,2.690684001472843e+16,28622594.0,2.690683982437875e+16,2.4037123e+16,4374962258010100.0,4 Carajás,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri carajas.xlsx",Carajás
