Par,118515,09770915074041261,17936126228747415,28677382609796226,24599417795215793,1656330422309412,870185208623381,25439817744589295,00008437750495717842,27655302109597697,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,12405.0,8383716243450221.0,1588875453446191.0,2722289399435711.0,2.5908907698508664e+16,1.803305118903668e+16,9552599758162032.0,2555421201128577.0,0.0,2.878972281819144e+16,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,271.0,7380073800738007.0,1.6974169741697416e+16,3394833948339483.0,2.5092250922509224e+16,1.5129151291512916e+16,7380073800738007.0,7380073800738007.0,0.0,5169321658402786.0,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,81.0,0.0,2.469135802469136e+16,2.469135802469136e+16,2222222222222222.0,1.4814814814814812e+16,1.234567901234568e+16,1.2345679012345678e+16,0.0,3579098067287044.0,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Canaã dos Carajás,1776.0,5067567567567568.0,1.5202702702702704e+16,2.8716216216216216e+16,2685810810810811.0,1.7792792792792792e+16,900900900900901.0,1.9144144144144144e+16,0.0,6718304493876184.0,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Curionópolis,306.0,1.30718954248366e+16,1928104575163399.0,2777777777777778.0,2.38562091503268e+16,1.6666666666666664e+16,915032679738562.0,1.96078431372549e+16,0.0,2.39704683829522e+16,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Eldorado do Carajás,374.0,106951871657754.0,2.0588235294117644e+16,2.7540106951871656e+16,2.6737967914438504e+16,1.3636363636363636e+16,855614973262032.0,1.871657754010695e+16,0.0,1.2064570943075616e+16,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Marabá,4020.0,1.0945273631840796e+16,1.5746268656716416e+16,2.7313432835820892e+16,2.577114427860697e+16,1.7537313432835824e+16,955223880597015.0,2.9850746268656716e+16,0.0,2.9156398498507868e+16,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Palestina do Pará,95.0,2.105263157894737e+16,2631578947368421.0,2.7368421052631584e+16,2.2105263157894736e+16,9473684210526316.0,7368421052631578.0,5263157894736842.0,0.0,2864803838554897.0,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Parauapebas,4486.0,6018724921979491.0,135309852875613.0,2570218457423094.0,2.7106553722692824e+16,1986179224253232.0,103878733838609.0,2808738296923763.0,0.0,2.4486873188914984e+16,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
Piçarra,168.0,1.1904761904761904e+16,2.6190476190476196e+16,1.9642857142857144e+16,2.3214285714285716e+16,2.023809523809524e+16,7142857142857142.0,2380952380952381.0,0.0,6746120980436240.0,4 Carajás,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri carajas.xlsx,Carajás
