EstadoMunicpios,rea_Territorial_IBGEkm,rea_Cadastrvel_km,_de_rea_Cadastrvel,rea_de_CAR_km,_de_rea_de_CAR,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1.2458722699999996e+16,5848309106000001.0,4694148225965414.0,5058925174.0,865.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
RI Carajás,4472928999999999.0,327796566.0,7328454486981575.0,3.0351518300000004e+16,9259254503599652.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Bom Jesus do Tocantins,28166.0,2.1386910000000004e+16,7593165518710504.0,1.9243386e+16,8999.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Brejo Grande do Araguaia,128847.0,12153974.0,9432873097549808.0,11024437.0,907.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Canaã dos Carajás,314682.0,1.7252264000000002e+16,5482443863964257.0,16082653.0,9573.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Curionópolis,236909.0,23638732.0,9977979730613864.0,2269548.0,9601.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Eldorado do Carajás,295669.0,2945683.0,9962772559855784.0,28857319.0,9796.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Marabá,1512805.0,11555339.0,7638353257690184.0,1.08527334e+16,9392.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Palestina do Pará,98436.0,9428854000000000.0,9578664309805356.0,9059827.0,9609.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Parauapebas,688579.0,14873119.0,2159972784531622.0,12059237.0,8715.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Piçarra,33127.0,3.2347622e+16,9764730280435900.0,2.9010574e+16,8968.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
São Domingos do Araguaia,139246.0,1.3777357000000002e+16,9894256926590352.0,1268881.0,921.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
São Geraldo do Araguaia,316838.0,2.6226147e+16,8277462614964112.0,24300083.0,9265.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
São João do Araguaia,127988.0,11701367.0,9142550082820264.0,9966043.0,8517.0,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Fonte: SEMAS/SICAR,,,,,,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
Elaboração: FAPESPA,,,,,,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
*Nota: Dados preliminares extraídos em Novembro/2025.,,,,,,4 Carajás,35,"Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas",20,"Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 35 - Área Territorial, Área Cadastrável e Área Cadastrada no Cadastro Ambiental Rural (CAR) - 2025 ri carajas.xlsx",Carajás
