Par,1445663,839050,606613,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,201798.0,126033.0,75765.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,1410.0,897.0,513.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,768.0,452.0,316.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Canaã dos Carajás,34945.0,22865.0,12080.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Curionópolis,4342.0,2653.0,1689.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Eldorado do Carajás,2669.0,1348.0,1321.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Marabá,67888.0,40657.0,27231.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Palestina do Pará,722.0,377.0,345.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Parauapebas,80334.0,51778.0,28556.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
Piçarra,1238.0,849.0,389.0,4 Carajás,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri carajas.xlsx,Carajás
