EstadoMunicpio,Taxa_de_Mortalidade_Infantil,Taxa_de_Mortalidade_em_Menores_que_05_Anos,Taxa_de_Mortalidade_Materna,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1524701514576214.0,1.8503986837109224e+16,7593975446146058.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
RI Carajás,1.5477629987908102e+16,1.9347037484885124e+16,8867392180572351.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Bom Jesus do Tocantins,7380073800738007.0,7380073800738007.0,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Brejo Grande do Araguaia,0.0,1.234567901234568e+16,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Canaã dos Carajás,1.5202702702702704e+16,1.7454954954954952e+16,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Curionópolis,1.6339869281045754e+16,2941176470588235.0,3.2679738562091508e+16,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Eldorado do Carajás,2941176470588235.0,3475935828877005.0,267379679144385.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Marabá,1616915422885572.0,2164179104477612.0,9950248756218904.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Palestina do Pará,0.0,0.0,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Parauapebas,1.5158270173874276e+16,1.805617476593847e+16,1.1145786892554616e+16,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Piçarra,2.380952380952381e+16,2.380952380952381e+16,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
São Domingos do Araguaia,1.212121212121212e+16,1.212121212121212e+16,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
São Geraldo do Araguaia,8547008547008549.0,1.4245014245014244e+16,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
São João do Araguaia,2.040816326530612e+16,2.040816326530612e+16,0.0,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Fonte: DATASUS,,,,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
Elaboração: FAPESPA,,,,4 Carajás,13,"Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas",20,"Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 13 - Taxas de Mortalidade Infantil, Mortalidade em Menores que 05 Anos e Mortalidade Materna - 2024 ri carajas.xlsx",Carajás
