Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Carajás,18656,841,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,201798.0
Bom Jesus do Tocantins,21,6,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,1410.0
Brejo Grande do Araguaia,-,-,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,768.0
Canaã dos Carajás,5249,43,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,34945.0
Curionópolis,1152,5,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,4342.0
Eldorado do Carajás,29,11,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,2669.0
Marabá,3678,369,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,67888.0
Palestina do Pará,20,-,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,722.0
Parauapebas,8354,365,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,80334.0
Piçarra,24,-,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,1238.0
São Domingos do Araguaia,-,15,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,2930.0
São Geraldo do Araguaia,129,20,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,3544.0
São João do Araguaia,-,7,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,1008.0
Fonte: MTE-RAIS,,,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,
Elaboração: FAPESPA,,,4 Carajás,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri carajas.xlsx,Carajás,1445663,
