EstadoMunicpio,Bovino,Bubalino,Equino,Suno__total,Suno__matrizes_de_sunos,Caprino,Ovino,Galinceos__Total,Galinceos__galinhas,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,25557665.0,775075.0,499639.0,587143.0,93157.0,61762.0,284632.0,26827658.0,2955828.0,1980,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
RI Carajás,3939656.0,2174.0,66861.0,59806.0,15097.0,7081.0,54879.0,1122800.0,111169.0,0,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,246450.0,78.0,3735.0,2330.0,885.0,140.0,3668.0,8700.0,5990.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,135351.0,17.0,2100.0,2630.0,440.0,175.0,2318.0,22000.0,3410.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Canaã dos Carajás,229226.0,78.0,3045.0,2896.0,450.0,10.0,430.0,36000.0,4100.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Curionópolis,274998.0,220.0,3150.0,530.0,150.0,787.0,1580.0,25500.0,3100.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Eldorado do Carajás,426154.0,120.0,8583.0,5390.0,1400.0,1260.0,6147.0,119000.0,18360.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Marabá,1295819.0,698.0,19010.0,21270.0,5480.0,2730.0,13800.0,560000.0,40655.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Palestina do Pará,108372.0,306.0,1574.0,2850.0,990.0,21.0,1740.0,13500.0,1950.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Parauapebas,128859.0,116.0,3673.0,3600.0,850.0,300.0,2937.0,57800.0,6450.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Piçarra,407690.0,118.0,8274.0,5850.0,802.0,749.0,5462.0,61300.0,6274.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
São Domingos do Araguaia,180616.0,98.0,3660.0,3210.0,1100.0,128.0,3516.0,90000.0,9540.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
São Geraldo do Araguaia,385033.0,106.0,7080.0,6630.0,1950.0,701.0,10002.0,67000.0,6750.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
São João do Araguaia,121088.0,219.0,2977.0,2620.0,600.0,80.0,3279.0,62000.0,4590.0,-,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Fonte: IBGE/PPM,,,,,,,,,,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Elaboração: FAPESPA,,,,,,,,,,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,,,,,,,,,4 Carajás,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri carajas.xlsx,Carajás
