Par,326240796288622,321345718915439,33301152930946,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,2.7593640956218824e+16,2.7088173902194508e+16,2836170393793765.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,24151981631205.0,191418461538462.0,329123939571132.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,965134401041709.0,14014801327434.0,340994303797519.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Canaã dos Carajás,407347239891257.0,422312621298928.0,379020795695363.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Curionópolis,333136255412251.0,34535782774218.0,313939197158076.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Eldorado do Carajás,208857851629815.0,197581438427299.0,220364744133215.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Marabá,326527577377442.0,34405175652409.0,300363259079721.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Palestina do Pará,272220077562318.0,236452087533148.0,311305678260861.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Parauapebas,396664883088105.0,398017994611611.0,394211408915808.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Piçarra,250082225363487.0,229702856301528.0,29456059125964.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
São Domingos do Araguaia,212460291808875.0,21356154513646.0,211411863424384.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
São Geraldo do Araguaia,285271977426639.0,267398297071128.0,312871608758084.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
São João do Araguaia,280635278769849.0,264577968804167.0,302131955916482.0,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Fonte: MTE-RAIS,,,,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
Elaboração: FAPESPA,,,,4 Carajás,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri carajas.xlsx,Carajás
