EstadoMunicpios,Populao_Total,Populao_menor_que_15_anos,Populao_entre_15_e_64_anos,Populao_maior_que_64_anos,Proporo_de_Idosos,Razo_de_Dependncia,ndice_de_Envelhecimento,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,8711196.0,1999423.0,6029379.0,682394.0,7.833528254903229e+16,4447915780381363.0,3.4129546374128932e+16,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
RI Carajás,843833.0,208584.0,589303.0,45946.0,5444916233425334.0,4319170274035598.0,2.20275764200514e+16,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Bom Jesus do Tocantins,19129.0,3999.0,13646.0,1484.0,7.757854566365203e+16,4018027260735747.0,3.710927731932984e+16,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Brejo Grande do Araguaia,6966.0,1635.0,4635.0,696.0,9991386735572782.0,5029126213592233.0,4256880733944954.0,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Canaã dos Carajás,89524.0,24121.0,62601.0,2802.0,3.1298869576873244e+16,4300730020287216.0,1.1616433812860164e+16,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Curionópolis,20975.0,5371.0,13822.0,1782.0,8495828367103694.0,5.175083200694544e+16,3317817911003538.0,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Eldorado do Carajás,29287.0,7422.0,19548.0,2317.0,7911359989073651.0,4.982095355023532e+16,3121800053893829.0,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Marabá,290975.0,68588.0,204038.0,18349.0,6306040037803935.0,4260823964163538.0,2675249314748936.0,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Palestina do Pará,7063.0,1657.0,4700.0,706.0,9995752513096418.0,5.027659574468085e+16,4260712130356065.0,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
Parauapebas,305771.0,77644.0,216723.0,11404.0,3.7295884828842504e+16,4108839394065235.0,1468754829735717.0,4 Carajás,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_carajás.xlsx,Carajás
