Par,col,191,101220,12640,114051,73,407,221043,28312,249835,2079,136328,1036295,130742,1305444,8585,312964,133,29064,350746,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,-,-,10161.0,1538,11699.0,-,76,23193.0,3643,26912.0,-,416,110431.0,16967,127814.0,1058,31450.0,-,2991,35499.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Bom Jesus do Tocantins,-,-,336.0,-,336.0,-,76,441.0,23,540.0,-,416,2068.0,70,2554.0,-,613.0,-,-,613.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Brejo Grande do Araguaia,-,-,206.0,-,206.0,-,-,266.0,-,266.0,-,-,1290.0,-,1290.0,-,271.0,-,-,271.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Canaã dos Carajás,-,-,800.0,405,1205.0,-,-,3066.0,501,3567.0,-,-,13380.0,2672,16052.0,-,3461.0,-,697,4158.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Curionópolis,-,-,718.0,17,735.0,-,-,715.0,31,746.0,-,-,3304.0,57,3361.0,-,988.0,-,-,988.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Eldorado do Carajás,-,-,489.0,-,489.0,-,-,916.0,-,916.0,-,-,4523.0,56,4579.0,-,1151.0,-,-,1151.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Marabá,-,-,3021.0,352,3373.0,-,-,7711.0,1327,9038.0,-,-,37100.0,5778,42878.0,705,10901.0,-,1075,12681.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Palestina do Pará,-,-,126.0,-,126.0,-,-,265.0,-,265.0,-,-,1050.0,-,1050.0,-,291.0,-,-,291.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Parauapebas,-,-,2867.0,743,3610.0,-,-,7390.0,1681,9071.0,-,-,36352.0,8027,44379.0,353,11162.0,-,1191,12706.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Piçarra,-,-,396.0,-,396.0,-,-,451.0,-,451.0,-,-,2060.0,-,2060.0,-,431.0,-,-,431.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
São Domingos do Araguaia,-,-,417.0,21,438.0,-,-,673.0,49,722.0,-,-,3073.0,253,3326.0,-,841.0,-,28,869.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
São Geraldo do Araguaia,-,-,565.0,-,565.0,-,-,849.0,31,880.0,-,-,3964.0,54,4018.0,-,1113.0,-,-,1113.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
São João do Araguaia,-,-,220.0,-,220.0,-,-,450.0,-,450.0,-,-,2267.0,-,2267.0,-,227.0,-,-,227.0,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Fonte: MEC - INEP,,,,,,,,,,,,,,,,,,,,,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,,,4 Carajás,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri carajás.xlsx",Carajás
