EstadoMunicpios,Masculino,Feminino,Razo_de_Sexos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,4373481.0,4337715.0,1008245354985286.0,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
RI Carajás,427834.0,415999.0,1028449587619201.0,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Bom Jesus do Tocantins,10767.0,8362.0,1.2876106194690266e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Brejo Grande do Araguaia,3536.0,3430.0,1.0309037900874636e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Canaã dos Carajás,46232.0,43292.0,1.0679109304259448e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Curionópolis,10752.0,10223.0,1.0517460627995696e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Eldorado do Carajás,15014.0,14273.0,1.0519162054228264e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Marabá,145711.0,145264.0,1.0030771560744576e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Palestina do Pará,3648.0,3415.0,1.0682284040995608e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Parauapebas,153877.0,151894.0,1.0130551568857228e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Piçarra,7028.0,6338.0,1108867150520669.0,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
São Domingos do Araguaia,10989.0,10566.0,1.0400340715502556e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
São Geraldo do Araguaia,12638.0,12291.0,1.0282320397038482e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
São João do Araguaia,7642.0,6651.0,1.1490001503533304e+16,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
Elaboração: FAPESPA,,,,4 Carajás,2,População_e_Razão_Por_Sexo_-_2025_ri_carajás,20,Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 2 - População_e_Razão_Por_Sexo_-_2025_ri_carajás.xlsx,Carajás
