Par,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,12405.0,1.0963321241434904e+16,6569931479242241.0,2.1249496170898836e+16,709471987101975.0,1370415155179363.0,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,271.0,3.690036900369003e+16,4059040590405904.0,1.5867158671586716e+16,7933579335793358.0,3.690036900369003e+16,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,81.0,1.2345679012345678e+16,2.469135802469136e+16,1.234567901234568e+16,839506172839506.0,0.0,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Canaã dos Carajás,1776.0,9572072072072072.0,2871621621621622.0,1.3006756756756758e+16,829391891891892.0,2.252252252252252e+16,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Curionópolis,306.0,6535947712418301.0,588235294117647.0,2.7124183006535948e+16,6633986928104575.0,0.0,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Eldorado do Carajás,374.0,1.3368983957219252e+16,8823529411764707.0,2.3796791443850268e+16,6577540106951871.0,267379679144385.0,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Marabá,4020.0,1.3184079601990048e+16,8855721393034825.0,2.4875621890547264e+16,6477611940298507.0,1.741293532338308e+16,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Palestina do Pará,95.0,1.1578947368421052e+16,7368421052631578.0,1.8947368421052636e+16,60.0,2.105263157894737e+16,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Parauapebas,4486.0,8470798038341507.0,6152474364690147.0,2.0084707980383412e+16,7287115470352207.0,4458314757021840.0,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
Piçarra,168.0,0.0,6547619047619048.0,3988095238095239.0,5357142857142857.0,0.0,4 Carajás,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri carajas.xlsx,Carajás
