Par,11569,3762,15331,2384,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,776.0,336.0,1112.0,127.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,31.0,0.0,31.0,0.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,24.0,0.0,24.0,1.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Canaã dos Carajás,107.0,39.0,146.0,12.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Curionópolis,37.0,0.0,37.0,0.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Eldorado do Carajás,41.0,0.0,41.0,0.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Marabá,222.0,124.0,346.0,69.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Palestina do Pará,20.0,0.0,20.0,1.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Parauapebas,184.0,173.0,357.0,43.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
Piçarra,27.0,0.0,27.0,0.0,4 Carajás,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri carajas.xlsx,Carajás
