EstadoMunicpios,PIB_R_1000,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2.5454651119799996e+16,8121025.0,3.1295764606916276e+16,1.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
RI Carajás,5698908713.0,763106.0,7468043381915489.0,2.3862792539873184e+16,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Bom Jesus do Tocantins,336973823.0,18005.0,1871557.0,5980224555965606.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Brejo Grande do Araguaia,143221297.0,6783.0,2111474.0,6746836278073777.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Canaã dos Carajás,16621560.0,77079.0,21564317.0,6890490541085661.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Curionópolis,737805926.0,19950.0,3698275.0,1181717413346946.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Eldorado do Carajás,736063654.0,28192.0,2610895.0,8342646466042883.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Marabá,9748964708.0,266533.0,3657695.0,1168750802526058.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Palestina do Pará,12759248.0,6885.0,1853195.0,5921552079895339.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
Parauapebas,26421066668.0,267836.0,9864644.0,3152069976210117.0,4 Carajás,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri carajas.xlsx",Carajás
