Par,13678533514398037,4142176095852846,5848120491077079,009703413070075517,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,1.4918606105504188e+16,4.158000806126562e+16,5836356307940347.0,5642885933091490.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,1.4294756830889334e+16,4.206642066420665e+16,5719557195571956.0,7380073800738007.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,1.1596277738010022e+16,4.938271604938272e+16,5.061728395061729e+16,0.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Canaã dos Carajás,2.0501217836982996e+16,3136261261261261.0,6863738738738738.0,0.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Curionópolis,1.4669926650366748e+16,3921568627450981.0,6078431372549019.0,0.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Eldorado do Carajás,1.2710280373831776e+16,5.2406417112299464e+16,4.7593582887700536e+16,0.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Marabá,1.3933514261055826e+16,4.694029850746269e+16,5293532338308458.0,1.243781094527363e+16,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Palestina do Pará,1.3406717471069716e+16,6947368421052632.0,3.0526315789473684e+16,0.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Parauapebas,1.5010674108427528e+16,3.816317432010701e+16,61836825679893.0,0.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
Piçarra,1.2592759163481e+16,4523809523809524.0,5.476190476190477e+16,0.0,4 Carajás,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri carajas.xlsx,Carajás
