Municpios,Nome_do_Hospital,Tipo,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Bom Jesus do Tocantins,HOSPITAL E MATERNIDADE POPULAR ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,HOSPITAL MUNICIPAL DE BREJO GRANDE DO ARAGUAIA ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
Canaã dos Carajás,HOSPITAL MUNICIPAL DANIEL GONCALVES ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
,HOSPITAL 05 DE OUTUBRO ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
,MEDVIDA ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
,REDE PRIME SAUDE ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
Curionópolis,HOSPITAL E MATERNIDADE ELCIONE BARBALHO ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
Eldorado do Carajás,HOSPITAL MUNICIPAL DE ELDORADO DO CARAJAS ,Hospital Geral,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
Marabá,HOSPITAL MATERNO INFANTIL DE MARABA ,Hospital Especializado,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
,HOSPITAL REGIONAL DO SUDESTE DO PARA DR GERALDO VELOSO ,Hospital Especializado,4 Carajás,19,Caracterização Hospitalar por  Tipo - 2025 ri carajas,20,Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 19 - Caracterização Hospitalar por  Tipo - 2025 ri carajas.xlsx,Carajás
