EstadoMunicpio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,5873641911584.0
RI Carajás,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,8163706116050001.0
Bom Jesus do Tocantins,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,1189089941.0
Brejo Grande do Araguaia,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,5392410623.0
Canaã dos Carajás,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,210454240213.0
Curionópolis,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,26992789932.0
Eldorado do Carajás,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,18581217415.0
Marabá,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,191017305968.0
Palestina do Pará,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,535896093.0
Parauapebas,4 Carajás,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri carajas.xlsx",Carajás,Receita_Oramentria,299844846101.0
