Par,2261365,1691112,1366097,11495038603,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,180061.0,117924.0,92583.0,757241152.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Bom Jesus do Tocantins,4409.0,3046.0,2463.0,20680751.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Brejo Grande do Araguaia,2579.0,1851.0,1553.0,13139985.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Canaã dos Carajás,19279.0,12893.0,10136.0,71623820.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Curionópolis,6501.0,4221.0,3763.0,31254976.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Eldorado do Carajás,9265.0,5535.0,4264.0,34810338.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Marabá,59783.0,39893.0,31443.0,262937131.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Palestina do Pará,2207.0,1666.0,1439.0,12444702.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Parauapebas,53942.0,33317.0,24064.0,196860163.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
Piçarra,3533.0,2347.0,1941.0,16396637.0,4 Carajás,28,"Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas",20,"Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas","..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 28 - Inform de Famílias Inscritas no CadÚnico para Prog Sociais, Bolsa Família e Auxílio Brasil - 2024 ri carajas.xlsx",Carajás
