Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Carajás,62640.0,19753.0,42887.0,850093667.0,364338796.0,485754871.0,1.0973266857100004e+16,4.6486515184e+16,6324615338699999.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,1655.0,233.0,1422.0,205065225.0,3382078.0,171244445.0,2.5494716020000004e+16,40594557.0,2143526032.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,207.0,34.0,173.0,25053154.0,398175.0,21071404.0,904717702.0,115178806.0,789538896.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Canaã dos Carajás,3346.0,1070.0,2276.0,459965866.0,191605741.0,268360125.0,5604488189.0,2225417731.0,3379070458.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Curionópolis,2735.0,402.0,2333.0,324476919.0,57989348.0,266487571.0,4.23043748e+16,7.37212856e+16,3493224624.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Eldorado do Carajás,2287.0,236.0,2051.0,25888494.0,32176471.0,226708469.0,3323431387.0,411885586.0,2.911545801e+16,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Marabá,26677.0,8838.0,17839.0,3.5111114510000004e+16,1532712705.0,1978398746.0,44278194604.0,1.981866712e+16,2.4459527484e+16,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Palestina do Pará,144.0,20.0,124.0,16870628.0,27074.0,14163228.0,65100211.0,103255077.0,547747033.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Parauapebas,17159.0,7937.0,9222.0,2.679136615e+16,1648945901.0,1030190714.0,34240978263.0,2.0812581123e+16,1342839714.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
Piçarra,750.0,67.0,683.0,94917034.0,1105527.0,83861764.0,1214825714.0,130882624.0,108394309.0,4 Carajás,29,Benefícios Emitidos pela Previdência Social - 2024 ri carajas,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri carajas.xlsx,Carajás
