EstadoMunicpios,Leite_Mil_litros,Ovos_de_galinha_Mil_dzias,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,511007.0,39437.0,29,745689,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
RI Carajás,170734.0,792.0,0,50050,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Bom Jesus do Tocantins,21476.0,54.0,-,650,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Brejo Grande do Araguaia,4960.0,24.0,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Canaã dos Carajás,14987.0,26.0,-,5000,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Curionópolis,16110.0,23.0,-,5900,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Eldorado do Carajás,25773.0,120.0,-,15000,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Marabá,23879.0,295.0,-,18500,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Palestina do Pará,3460.0,22.0,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Parauapebas,5790.0,47.0,-,5000,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
Piçarra,13122.0,33.0,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
São Domingos do Araguaia,15136.0,69.0,-,-,4 Carajás,46,Producao de Origem Animal por Tipo - 2024 ri carajas,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas,..\..\Desktop\tabelas-powerBI\4 Carajás\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri carajas.xlsx,Carajás
