Par,118515,3181875711935198,8295152512340211,23502510230772476,6234231953761127,2678142007340843,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Xingu,6336.0,1.9097222222222224e+16,8554292929292929.0,2.2380050505050504e+16,669034090909091.0,2.525252525252525e+16,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Altamira,2057.0,2.965483714146816e+16,9431210500729218.0,2.2946037919299956e+16,6460865337870686.0,4861448711716090.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Anapu,546.0,1465201465201465.0,6043956043956044.0,2582417582417583.0,6630036630036629.0,3663003663003663.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Brasil Novo,303.0,9900990099009900.0,5.6105610561056104e+16,2.0462046204620464e+16,7293729372937293.0,0.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Medicilândia,444.0,1.8018018018018016e+16,563063063063063.0,1.6216216216216218e+16,7635135135135135.0,0.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Pacajá,690.0,1.44927536231884e+16,4492753623188406.0,1.4637681159420292e+16,7985507246376812.0,8695652173913043.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Placas,317.0,0.0,4100946372239748.0,1.5457413249211358e+16,804416403785489.0,0.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Porto de Moz,634.0,2.5236593059936908e+16,1892744479495268.0,3.1703470031545744e+16,4.684542586750789e+16,0.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Senador José Porfírio,335.0,3582089552238806.0,1.1044776119402986e+16,2.716417910447761e+16,582089552238806.0,0.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Uruará,705.0,9929078014184398.0,851063829787234.0,2.5390070921985812e+16,6411347517730496.0,9929078014184398.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Vitória do Xingu,305.0,1639344262295082.0,3934426229508197.0,1639344262295082.0,780327868852459.0,0.0,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Fonte: DATASUS,,,,,,,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,,,,,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
*Nota: Dados Preliminares extraídos em Outubro/2025.,,,,,,,13 Xingu,16,Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,20,Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 16 - Percentual de Nascidos Vivos Conforme o Número de Consultas Pré-Natal - 2024 ri xingu.xlsx,Xingu
