Par,326240796288622,321345718915439,33301152930946,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Xingu,2.8985171167382164e+16,2734922901772443.0,3050772801033347.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Altamira,264746503912812.0,264379501508373.0,265208404163386.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Anapu,199511913441653.0,218274168770761.0,18449212925532.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Brasil Novo,229459276543216.0,217565707006374.0,242183572402051.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Medicilândia,228043656565656.0,223672028282819.0,231406447552453.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Pacajá,305050132433417.0,246460279101429.0,372714043238991.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Placas,348558992797125.0,301992307909613.0,382973620041758.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Porto de Moz,28661516522183.0,267491630566801.0,306033512846876.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Senador José Porfírio,355379074263758.0,304043136597936.0,406061882951644.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Uruará,288791253080252.0,26462626779252.0,318579762825277.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Vitória do Xingu,392361148478497.0,426417874235817.0,341119425755591.0,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Fonte: MTE-RAIS,,,,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
Elaboração: FAPESPA,,,,13 Xingu,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu,..\..\Desktop\tabelas-powerBI\13 Xingu\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri xingu.xlsx,Xingu
